offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x35A64,0x35A7C,24,ascii,9,What's going on?!,,si,
0x39658,0x39680,40,ascii,10,That's their latest patrol system.,,si,
0x40AF8,0x40B00,8,ascii,11,SCIPPDTS,si,,
0x40B28,0x40B30,8,ascii,11,SDNSSDTS,si,,
0x40B58,0x40B60,8,ascii,11,SCIPPDTS,si,,
0x40B88,0x40B90,8,ascii,11,SCIPPDTS,si,,
0x40BB8,0x40BC0,8,ascii,11,SCIPPDTS,si,,
0x48254,0x48294,64,ascii,13,They can cover the entire colony\nin half an hour with those.,,si,
0x5A488,0x5A48E,6,ascii,17,RZzRB?,,,
0x65858,0x65885,45,ascii,20,While me and you ride around in\nthis.,,si,
0x6CE70,0x6CEA4,52,ascii,22,"Let's just call it... ""doing things\nour way"".",,si,
0x80A68,0x80A70,8,ascii,26,SCIPPDTS,si,,
0x80A98,0x80AA0,8,ascii,26,SDNSSDTS,si,,
0x80AC8,0x80AD0,8,ascii,26,SCIPPDTS,si,,
0x80AF8,0x80B01,9,ascii,26,SCIPPDTS ,si,,
0x80B28,0x80B31,9,ascii,26,SCIPPDTS4,si,,
0x96F58,0x96F60,8,ascii,31,"""Bd4DCDV",,,
0xA1B50,0xA1B56,6,ascii,34,"dIf""JH",,,
0xA5665,0xA566D,8,ascii,35,SdEYv0(C,,,
0xC0A98,0xC0AA1,9,ascii,41,SCIPPDTS8,si,,
0xC0AC8,0xC0AD1,9,ascii,41,SDNSSDTSD,si,,
0xC0AF8,0xC0B01,9,ascii,41,SCIPPDTSL,si,,
0xCB815,0xCB81F,10,ascii,44,1dEii!%Cn4,si,,
0xE1B62,0xE1B6B,9,ascii,49,VbT%GbTy/,,,
0xEC13B,0xEC141,6,ascii,52,1F(ONC,,,
0xEF0CC,0xEF0D2,6,ascii,53,b%%VVb,,,
0xEF0D6,0xEF0DD,7,ascii,53,Vbb% V,,,
0x100AC8,0x100AD1,9,ascii,56,SCIPPDTSx,si,,
0x100AF8,0x100B01,9,ascii,56,SDNSSDTS|,si,,
0x100B28,0x100B30,8,ascii,56,SCIPPDTS,si,,
0x100B58,0x100B60,8,ascii,56,SCIPPDTS,si,,
0x100B88,0x100B90,8,ascii,56,SCIPPDTS,si,,
