offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x40A38,0x40A40,8,ascii,11,SCIPPDTS,si,,
0x40A68,0x40A70,8,ascii,11,SCIPPDTS,si,,
0x40A98,0x40AA0,8,ascii,11,SDNSSDTS,,,
0x40AC8,0x40AD0,8,ascii,11,SCIPPDTS,si,,
0x40AF8,0x40B00,8,ascii,11,SCIPPDTS,si,,
0x80AC8,0x80AD0,8,ascii,25,SDNSSDTS,,,
0x80AF8,0x80B00,8,ascii,25,SCIPPDTS,si,,
0x80B28,0x80B31,9,ascii,25,SCIPPDTS ,si,,
0x80B58,0x80B61,9,ascii,25,SCIPPDTS4,si,,
0x80B88,0x80B91,9,ascii,25,SCIPPDTSH,si,,
0x8B22F,0x8B235,6,ascii,28,%B7wXr,,,
0xC0AC8,0xC0AD1,9,ascii,42,SCIPPDTSt,si,,
0xC0AF8,0xC0B00,8,ascii,42,SCIPPDTS,si,,
0xC0B28,0xC0B30,8,ascii,42,SCIPPDTS,si,,
0xC0B58,0xC0B60,8,ascii,42,SCIPPDTS,si,,
0xF2C81,0xF2C88,7,ascii,56,S9J' lu,,,
