offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0xF630,0xF636,6,ascii,0,"IY0,,g",,,
0xF67C,0xF682,6,ascii,0,"nErZ,7",,,
0x11822,0x11828,6,ascii,1,JRwg8%,,,
0x24AE7,0x24AEE,7,ascii,8,BBFB6m6,,,
0x24B48,0x24B4F,7,ascii,8,"nC,QWb",,,
0x2EED1,0x2EED7,6,ascii,12,)-)!?B,,,
0x3154A,0x31550,6,ascii,13,"i,i|pE",,,
0x40A98,0x40AA1,9,ascii,17,SCIPPDTSX,si,,
0x40AC8,0x40AD1,9,ascii,17,SCIPPDTSl,si,,
0x40AF8,0x40B01,9,ascii,17,SDNSSDTSp,si,,
0x40B28,0x40B30,8,ascii,17,SCIPPDTS,si,,
0x40B58,0x40B60,8,ascii,17,SCIPPDTS,si,,
0x4952D,0x49534,7,ascii,20,)J|?-O7,,,
0x57512,0x5751E,12,ascii,23,C46C3ES344D3,si,,
0x70858,0x7085E,6,ascii,30,nhHJ?e,,,
0x80A68,0x80A70,8,ascii,33,SCIPPDTS,si,,
0x80A98,0x80AA0,8,ascii,33,SCIPPDTS,si,,
0x80AC8,0x80AD0,8,ascii,33,SDNSSDTS,si,,
0x80AF8,0x80B00,8,ascii,33,SCIPPDTS,si,,
0x80B28,0x80B30,8,ascii,33,SCIPPDTS,si,,
0xA1268,0xA126E,6,ascii,41,RRf4t%,,,
0xAF569,0xAF56F,6,ascii,45,!hR4aE,,,
0xC0A98,0xC0AA0,8,ascii,48,SCIPPDTS,si,,
0xC0AC8,0xC0AD0,8,ascii,48,SCIPPDTS,si,,
0xC0AF8,0xC0B00,8,ascii,48,SDNSSDTS,si,,
0xC0B28,0xC0B30,8,ascii,48,SCIPPDTS,si,,
0xC0B58,0xC0B61,9,ascii,48,SCIPPDTS,si,,
0xD1328,0xD132F,7,ascii,53,j8FK)A.,,,
0xD13AE,0xD13B4,6,ascii,53,hAAHb+,,,
0xDF3F4,0xDF3FA,6,ascii,57,GorNFR,,,
0x100A98,0x100AA0,8,ascii,66,SCIPPDTS,si,,
0x100AC8,0x100AD0,8,ascii,66,SDNSSDTS,si,,
0x100AF8,0x100B00,8,ascii,66,SCIPPDTS,si,,
0x100B28,0x100B31,9,ascii,66,"SCIPPDTS,",si,,
0x1389EF,0x1389F6,7,ascii,81,ELPjHi0,,,
0x140A68,0x140A71,9,ascii,83,SCIPPDTS0,si,,
0x140A98,0x140AA1,9,ascii,83,SCIPPDTSD,si,,
0x140AC8,0x140AD1,9,ascii,83,SDNSSDTSP,si,,
0x140AF8,0x140B01,9,ascii,83,SCIPPDTSX,si,,
0x140B28,0x140B31,9,ascii,83,SCIPPDTSl,si,,
0x180A98,0x180AA1,9,ascii,98,SCIPPDTSp,si,,
0x180AC8,0x180AD0,8,ascii,98,SCIPPDTS,si,,
0x180AF8,0x180B00,8,ascii,98,SCIPPDTS,si,,
0x180B28,0x180B30,8,ascii,98,SCIPPDTS,si,,
0x180B58,0x180B60,8,ascii,98,SCIPPDTS,si,,
0x1C0A68,0x1C0A70,8,ascii,115,SCIPPDTS,si,,
0x1C0A98,0x1C0AA0,8,ascii,115,SCIPPDTS,si,,
0x1C0AC8,0x1C0AD0,8,ascii,115,SCIPPDTS,si,,
0x1C0AF8,0x1C0B01,9,ascii,115,SCIPPDTS,si,,
0x1C0B28,0x1C0B30,8,ascii,115,SCIPPDTS,si,,
