offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x3AD2E,0x3AD35,7,ascii,15,- 1DBc5,,,
0x3ADE1,0x3ADE7,6,ascii,15,1!CFCC,,,
0x40B28,0x40B31,9,ascii,16,SDNSSDTSp,,,
0x40B58,0x40B60,8,ascii,16,SCIPPDTS,si,,
0x40B88,0x40B90,8,ascii,16,SCIPPDTS,si,,
0x40BB8,0x40BC0,8,ascii,16,SCIPPDTS,si,,
0x40BE8,0x40BF0,8,ascii,16,SCIPPDTS,si,,
0x80B28,0x80B30,8,ascii,35,SCIPPDTS,si,,
0x80B58,0x80B60,8,ascii,35,SCIPPDTS,si,,
0x80B88,0x80B90,8,ascii,35,SCIPPDTS,si,,
0x80BE8,0x80BF1,9,ascii,35,SCIPPDTS8,si,,
0xC8195,0xC819B,6,ascii,55,0&i)tw,,,
0xD46B1,0xD46B7,6,ascii,59,zGOdN),,,
0xD6C12,0xD6C18,6,ascii,60,!v%d%A,,,
0xDF1B5,0xDF1BB,6,ascii,63,mwPz+%,,,
0xE3922,0xE3928,6,ascii,67,+)(s%-,,,
0x100858,0x100861,9,ascii,79,SCIPPDTST,si,,
0x100888,0x100891,9,ascii,79,SCIPPDTSh,si,,
