offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x14730,0x14738,8,ascii,1,IKRl/K--,,,
0x147D0,0x147DF,15,ascii,1,Snow in LA....,,si,
0x22DF0,0x22E39,73,ascii,5,The metro shut down once the\nghettoes completely took over too.,,si,
0x2E0A2,0x2E0A8,6,ascii,7,"!D""TC""",,,
0x31AA9,0x31AAF,6,ascii,8,BxJ7ig,,,
0x40A68,0x40A70,8,ascii,12,SDNSSDTS,si,,
0x40A98,0x40AA0,8,ascii,12,SCIPPDTS,si,,
0x40AC8,0x40AD0,8,ascii,12,SCIPPDTS,si,,
0x40AF8,0x40B00,8,ascii,12,SCIPPDTS,si,,
0x40B28,0x40B30,8,ascii,12,SCIPPDTS,si,,
0x5A925,0x5A92B,6,ascii,18,H9Cl+M,,,
0x7495F,0x74965,6,ascii,24,HnvCwk,,,
0x784AE,0x784B4,6,ascii,25,'e|!j ,,,
0x80A38,0x80A40,8,ascii,27,SCIPPDTS,si,,
0x80A68,0x80A70,8,ascii,27,SDNSSDTS,si,,
0x80A98,0x80AA0,8,ascii,27,SCIPPDTS,si,,
0x80AC8,0x80AD1,9,ascii,27,SCIPPDTS ,si,,
0x80AF8,0x80B01,9,ascii,27,SCIPPDTS4,si,,
0x938B6,0x938BC,6,ascii,31, BEfdC,,,
0xC0A38,0xC0A40,8,ascii,41,SCIPPDTS,si,,
0xC0A98,0xC0AA1,9,ascii,41,SCIPPDTS8,si,,
0xC0AC8,0xC0AD1,9,ascii,41,SDNSSDTSD,si,,
0xC0AF8,0xC0B01,9,ascii,41,SCIPPDTSL,si,,
0xD7611,0xD7617,6,ascii,46,"1""2""""!",,,
0xDEE61,0xDEE67,6,ascii,48,/IV/)e,,,
0xE666C,0xE6672,6,ascii,50,IV5(Wn,,,
0x100A38,0x100A41,9,ascii,55,SCIPPDTS(,si,,
0x100A98,0x100AA1,9,ascii,55,SCIPPDTSP,si,,
0x100AC8,0x100AD1,9,ascii,55,SCIPPDTSd,si,,
0x100AF8,0x100B01,9,ascii,55,SCIPPDTSx,si,,
0x104729,0x10472F,6,ascii,56,dYdt7P,,,
0x12E06D,0x12E074,7,ascii,66,bBho0yI,,,
0x13582E,0x135835,7,ascii,68,",Iei02B",,,
0x14FE91,0x14FE97,6,ascii,73,NNf?)3,,,
0x153A25,0x153A2B,6,ascii,74,RF7CNC,,,
0x162C72,0x162C7E,12,ascii,77,SCcSV%FCTDb4,si,,
0x162CBA,0x162CC1,7,ascii,77,"O%Q0SC,",,,
0x171C3D,0x171C44,7,ascii,81,:JFR:(M,,,
0x1794E3,0x1794EA,7,ascii,83, rRY9R),,,
0x180A68,0x180A71,9,ascii,84,SCIPPDTSl,si,,
0x180A98,0x180AA0,8,ascii,84,SCIPPDTS,si,,
0x180AC8,0x180AD0,8,ascii,84,SCIPPDTS,si,,
0x180AF8,0x180B00,8,ascii,84,SCIPPDTS,si,,
0x180B28,0x180B30,8,ascii,84,SCIPPDTS,si,,
0x190200,0x190207,7,ascii,87,"40,100L",,,
0x193E7C,0x193E83,7,ascii,88,a9jTEYC,,,
0x1A7106,0x1A710C,6,ascii,93,f34Al3,,,
0x1AAE5F,0x1AAE65,6,ascii,94,3CFpvF,,,
0x1C0948,0x1C0951,9,ascii,99,SCIPPDTS4,si,,
0x1C0978,0x1C0981,9,ascii,99,SCIPPDTSH,si,,
0x1C09D8,0x1C09E1,9,ascii,99,SCIPPDTSp,si,,
0x1C0A08,0x1C0A10,8,ascii,99,SCIPPDTS,si,,
