offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x40A98,0x40AA0,8,ascii,13,SCIPPDTS,si,,
0x40AC8,0x40AD0,8,ascii,13,SCIPPDTS,si,,
0x40AF8,0x40B00,8,ascii,13,SCIPPDTS,si,,
0x40B28,0x40B31,9,ascii,13,SCIPPDTS0,si,,
0x40B58,0x40B61,9,ascii,13,SCIPPDTSD,si,,
0x696E2,0x696EE,12,ascii,23,C46C3ES344D3,si,,
0x80A98,0x80AA1,9,ascii,29,SCIPPDTS4,si,,
0x80AC8,0x80AD1,9,ascii,29,SCIPPDTSH,si,,
0x80B28,0x80B31,9,ascii,29,SCIPPDTSp,si,,
0x80B58,0x80B60,8,ascii,29,SCIPPDTS,si,,
0xB578A,0xB5790,6,ascii,42,)1JB!&,,,
0xC0A98,0xC0AA1,9,ascii,45,SCIPPDTSt,si,,
0xC0AC8,0xC0AD0,8,ascii,45,SCIPPDTS,si,,
0xC0AF8,0xC0B00,8,ascii,45,SCIPPDTS,si,,
0xC0B28,0xC0B30,8,ascii,45,SCIPPDTS,si,,
0xCF564,0xCF56C,8,ascii,48,ACAHGH0!,,,
0x100A68,0x100A70,8,ascii,60,SCIPPDTS,si,,
0x100A98,0x100AA0,8,ascii,60,SCIPPDTS,si,,
0x100AC8,0x100AD0,8,ascii,60,SCIPPDTS,si,,
0x100AF8,0x100B00,8,ascii,60,SCIPPDTS,si,,
0x100B28,0x100B30,8,ascii,60,SCIPPDTS,si,,
0x115D78,0x115D7E,6,ascii,65,J1)Kd ,,,
0x11CDB3,0x11CDBA,7,ascii,67,ohfI9(1,,,
0x131934,0x13193A,6,ascii,72,vIhr%a,,,
0x135301,0x135307,6,ascii,73,FYYbl ,,,
0x140A68,0x140A70,8,ascii,75,SCIPPDTS,si,,
0x140A98,0x140AA0,8,ascii,75,SCIPPDTS,si,,
0x140AC8,0x140AD0,8,ascii,75,SCIPPDTS,si,,
0x140AF8,0x140B00,8,ascii,75,SCIPPDTS,si,,
0x140B28,0x140B30,8,ascii,75,SCIPPDTS,si,,
0x180A98,0x180AA0,8,ascii,90,SCIPPDTS,si,,
0x180AC8,0x180AD0,8,ascii,90,SCIPPDTS,si,,
0x180AF8,0x180B01,9,ascii,90,SCIPPDTS ,si,,
0x180B28,0x180B31,9,ascii,90,SCIPPDTS4,si,,
0x180B58,0x180B61,9,ascii,90,SCIPPDTSH,si,,
0x1C0A68,0x1C0A71,9,ascii,106,SCIPPDTSL,si,,
0x1C0AC8,0x1C0AD1,9,ascii,106,SCIPPDTSt,si,,
0x1C0AF8,0x1C0B00,8,ascii,106,SCIPPDTS,si,,
0x1C0B28,0x1C0B30,8,ascii,106,SCIPPDTS,si,,
0x200858,0x200860,8,ascii,123,SCIPPDTS,si,,
0x200888,0x200890,8,ascii,123,SCIPPDTS,si,,
0x2008B8,0x2008C0,8,ascii,123,SCIPPDTS,si,,
0x2008E8,0x2008F1,9,ascii,123,SCIPPDTS,si,,
0x200918,0x200920,8,ascii,123,SCIPPDTS,si,,
