offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0xF0A0,0xF0B8,24,ascii,2,It stopped snowing.,,si,
0x148CC,0x148DC,16,ascii,5,One last...,,si,
0x1E0A8,0x1E0D4,44,ascii,7,chance to look at the stars\ntogether.,,si,
0x2C81C,0x2C832,22,ascii,11,I missed you so much.,,si,
0x30777,0x3077E,7,ascii,12,(LlJN0,,,
0x40B88,0x40B91,9,ascii,16,SCIPPDTSX,si,,
0x40BB8,0x40BC1,9,ascii,16,SCTEGOLDh,si,,
0x40BE8,0x40BF1,9,ascii,16,SCIPPDTSl,si,,
0x40C18,0x40C21,9,ascii,16,SDNSSDTSp,si,,
0x40C48,0x40C50,8,ascii,16,SCIPPDTS,si,,
0x43A3F,0x43A50,17,ascii,17,?Lorraine....,si,,
0x469DC,0x46A05,41,ascii,18,That watch....  You still wear it?,,si,
0x5001C,0x50050,52,ascii,21,Of course.  You know how I am\nwith the time.,,si,
0x5340C,0x53415,9,ascii,22,Q %C'k1QL,,,
0x61574,0x61592,30,ascii,25,You kept it all this time....,,si,
0x72480,0x72494,20,ascii,30,"Jonathan, please.",,,
0x80BE8,0x80BF0,8,ascii,32,SDNSSDTS,si,,
0x80C18,0x80C20,8,ascii,32,SCTEGOLD,si,,
0x80C48,0x80C50,8,ascii,32,SCIPPDTS,si,,
0x80C78,0x80C80,8,ascii,32,SCIPPDTS,si,,
0x80CA8,0x80CB0,8,ascii,32,SCTEGOLD,si,,
0x84360,0x84388,40,ascii,33,Karen's sick.  You have to help\nher.,,si,
0x99470,0x9948C,28,ascii,38,She... she needs....,,si,
0x9CB3C,0x9CB48,12,ascii,39,Lorraine?,,,
0xA01F9,0xA01FF,6,ascii,40,&KJcgS,,,
0xA38E4,0xA38F0,12,ascii,41,Lorraine!,,,
0xADDC3,0xADDD8,21,ascii,44,?You knew her?,,si,
0xB8CBC,0xB8CCC,16,ascii,46,She was...,,si,
0xBC3EF,0xBC3F5,6,ascii,47,pAVc4&,,,
0xC0AF8,0xC0B00,8,ascii,48,SCIPPDTS,si,,
0xC0B28,0xC0B30,8,ascii,48,SCIPPDTS,si,,
0xC0B58,0xC0B60,8,ascii,48,SCIPPDTS,si,,
0xC0B88,0xC0B90,8,ascii,48,SDNSSDTS,si,,
0xC0BB8,0xC0BC0,8,ascii,48,SCIPPDTS,si,,
0xC434C,0xC4375,41,ascii,49,"Poor thing.  She came from\nBeyond, huh?",,si,
0xCEA98,0xCEAB1,25,ascii,52,No.  She came back.,,si,
0xE7BF8,0xE7C0D,21,ascii,58,She came back to me.,,si,
0xF24D5,0xF24DC,7,ascii,61,"|j'F,'z",,,
0x100A68,0x100A70,8,ascii,63,SCIPPDTS,si,,
0x100A98,0x100AA0,8,ascii,63,SCIPPDTS,si,,
0x100AC8,0x100AD0,8,ascii,63,SCIPPDTS,si,,
0x100AF8,0x100B00,8,ascii,63,SDNSSDTS,si,,
0x100B28,0x100B30,8,ascii,63,SCIPPDTS,si,,
0x140B88,0x140B90,8,ascii,78,SCIPPDTS,si,,
0x140BB8,0x140BC1,9,ascii,78,SCIPPDTS0,si,,
0x140BE8,0x140BF1,9,ascii,78,SCIPPDTSD,si,,
0x140C18,0x140C21,9,ascii,78,SDNSSDTSP,si,,
0x140C48,0x140C51,9,ascii,78,SCTEGOLDJ,si,,
0x144588,0x1445A0,24,ascii,79,"Ladies and gentlemen,",,si,
0x147EF0,0x147F2C,60,ascii,80,thank you for choosing American\nSpace Lines Flight 797,,si,
0x156398,0x1563A9,17,ascii,84,to Beyond Coast.,,si,
0x164F34,0x164F5C,40,ascii,87,We have completed our gravity\nturn,,si,
0x16FB60,0x16FB90,48,ascii,90,and are proceeding as scheduled\nto the colony.,,si,
0x180B28,0x180B31,9,ascii,94,SCIPPDTS4,si,,
0x180B58,0x180B61,9,ascii,94,SCIPPDTSH,si,,
0x180BB8,0x180BC1,9,ascii,94,SCIPPDTSp,si,,
0x180BE8,0x180BF0,8,ascii,94,SCIPPDTS,si,,
0x1845D4,0x1845FA,38,ascii,95,"As we are now entering zero\ngravity,",,si,
0x192DBC,0x192DE0,36,ascii,99,"should you begin to feel sick,",,si,
0x19A268,0x19A298,48,ascii,101,press the call button located by\nyour window,,si,
0x1A91B8,0x1A91F0,56,ascii,104,and one of our flight attendants\nwill assist you.,,si,
0x1F8AB9,0x1F8ABF,6,ascii,123,n1XQtQ,,,
0x226A4A,0x226A52,8,ascii,133,aWWSV5BD,,,
0x240A38,0x240A40,8,ascii,139,SDNSSDTS,si,,
0x240A68,0x240A70,8,ascii,139,SCIPPDTS,si,,
0x240A98,0x240AA0,8,ascii,139,SCIPPDTS,si,,
0x240AC8,0x240AD0,8,ascii,139,SCIPPDTS,si,,
0x240AF8,0x240B00,8,ascii,139,SCIPPDTS,si,,
0x24C322,0x24C329,7,ascii,141,gbCFAC(,,,
0x25B323,0x25B329,6,ascii,145,&nb4f7,,,
0x280A38,0x280A40,8,ascii,153,SCIPPDTS,si,,
0x280A68,0x280A70,8,ascii,153,SDNSSDTS,si,,
0x280A98,0x280AA0,8,ascii,153,SCIPPDTS,si,,
0x280AC8,0x280AD0,8,ascii,153,SCIPPDTS,si,,
0x280AF8,0x280B00,8,ascii,153,SCIPPDTS,si,,
0x2C0A38,0x2C0A40,8,ascii,167,SCIPPDTS,si,,
0x2C0A68,0x2C0A70,8,ascii,167,SCIPPDTS,si,,
0x2C0A98,0x2C0AA0,8,ascii,167,SCIPPDTS,si,,
0x2C0AC8,0x2C0AD0,8,ascii,167,SDNSSDTS,si,,
0x2C0AF8,0x2C0B00,8,ascii,167,SCIPPDTS,si,,
0x300A68,0x300A71,9,ascii,181,SCIPPDTS,si,,
0x300A98,0x300AA0,8,ascii,181,SCIPPDTS,si,,
0x300AC8,0x300AD1,9,ascii,181,SCIPPDTS(,si,,
0x304145,0x30414C,7,ascii,182,o1Iw%d?,,,
0x340A68,0x340A71,9,ascii,196,"SCIPPDTS,",si,,
0x340AC8,0x340AD1,9,ascii,196,SCIPPDTST,si,,
0x340AF8,0x340B01,9,ascii,196,SCIPPDTSh,si,,
0x340B28,0x340B31,9,ascii,196,SDNSSDTSt,si,,
0x356690,0x356696,6,ascii,202,'e! f),,,
0x35E1FA,0x35E201,7,ascii,203,",4UuUu%",,,
0x373EDF,0x373EE6,7,ascii,209,MxUiP%1,,,
0x380A68,0x380A71,9,ascii,211,SCIPPDTSX,si,,
0x380A98,0x380AA1,9,ascii,211,SCIPPDTSl,si,,
0x380AC8,0x380AD0,8,ascii,211,SCIPPDTS,si,,
0x380AF8,0x380B00,8,ascii,211,SCIPPDTS,si,,
0x380B28,0x380B30,8,ascii,211,SCIPPDTS,si,,
0x3C4A97,0x3C4A9E,7,ascii,227,15tcD 3,,,
0x3ED159,0x3ED15F,6,ascii,237,)BFF6m,,,
0x40F726,0x40F72C,6,ascii,245,'nHYSj,,,
0x41A86E,0x41A875,7,ascii,248,qRa09I/,,,
0x42D3A5,0x42D3AC,7,ascii,252,ONJ'Kpt,,,
0x440A68,0x440A70,8,ascii,257,SCIPPDTS,si,,
0x440A98,0x440AA0,8,ascii,257,SCIPPDTS,si,,
0x440AC8,0x440AD0,8,ascii,257,SCIPPDTS,si,,
0x440AF8,0x440B00,8,ascii,257,SCIPPDTS,si,,
0x440B28,0x440B31,9,ascii,257,"SCIPPDTS,",si,,
0x46D0B8,0x46D0BE,6,ascii,267,HaXAHq,,,
