offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x24EEC,0x24EF2,6,ascii,10,10OJgO,si,,
0x271E8,0x27205,29,ascii,11,"Sorry, Jonathan, but I think",,si,
0x295A6,0x295AC,6,ascii,12,10OJgO,si,,
0x2DEE0,0x2DF05,37,ascii,14,you're wasting your time with\nthis.,,si,
0x3433B,0x34349,14,ascii,15,"02""374B5DggVU)",si,,
0x38E88,0x38E8E,6,ascii,17,10OJgO,si,,
0x3B4EA,0x3B4F0,6,ascii,18,10OJgO,si,,
0x3DC1C,0x3DC64,72,ascii,19,All four capsules are new\nproducts from Tokugawa\nPharmaceuticals.,,si,
0x40B88,0x40B90,8,ascii,20,SCIPPDTS,si,,
0x40BB8,0x40BC0,8,ascii,20,SCIPPDTS,si,,
0x40BE8,0x40BF0,8,ascii,20,SCIPPDTS,si,,
0x40C18,0x40C20,8,ascii,20,SCIPPDTS,si,,
0x40C48,0x40C50,8,ascii,20,SDNSSDTS,si,,
0x569D5,0x569DC,7,ascii,27,"t1,0 m!",,,
0x5BDF8,0x5BE14,28,ascii,29,There's Indometacin-ZL.,,,
0x67C70,0x67CB4,68,ascii,32,This is a non-steroidal\nanti-inflammatory indole\nderivative.,,si,
0x80C78,0x80C81,9,ascii,38,SCIPPDTSL,si,,
0x80CD8,0x80CE1,9,ascii,38,SCIPPDTSt,si,,
0x80D08,0x80D10,8,ascii,38,SCIPPDTS,si,,
0x872C4,0x872D7,19,ascii,40,Next is Paradison.,,si,
0x93334,0x9336C,56,ascii,44,This is a benzodiazepine derivative\ntranquilizer.,,si,
0xAA778,0xAA791,25,ascii,51,Then there's Hi-Fitamin.,,si,
0xC0BB8,0xC0BC0,8,ascii,58,SCIPPDTS,si,,
0xC0BE8,0xC0BF0,8,ascii,58,SCIPPDTS,si,,
0xC0C18,0xC0C20,8,ascii,58,SCIPPDTS,si,,
0xC0C48,0xC0C50,8,ascii,58,SCIPPDTS,si,,
0xC0C78,0xC0C80,8,ascii,58,SCIPPDTS,si,,
0xC6186,0xC618C,6,ascii,60,10OJgO,si,,
0xC8C64,0xC8C85,33,ascii,61,"And finally, Fedorizine.",,si,
0xD2426,0xD242C,6,ascii,63,10OJgO,si,,
0xD2430,0xD246C,60,ascii,63,This is a semi-synthetic\ncentrally-acting antitussive.,,si,
0xDD4EB,0xDD4F2,7,ascii,67,"t1,0 m!",,,
0xF0004,0xF0040,60,ascii,72,"An NSAID, a tranquilizer, vitamins\nand cough medicine.",,si,
0xF3160,0xF3166,6,ascii,73,10OJgO,si,,
0x10B642,0x10B648,6,ascii,79,10OJgO,si,,
0x10EE4C,0x10EE68,28,ascii,80,Nothing illegal about them.,,si,
0x11DA04,0x11DA0A,6,ascii,84,10OJgO,si,,
0x140AC8,0x140AD1,9,ascii,92,SCIPPDTS4,si,,
0x140AF8,0x140B01,9,ascii,92,SCIPPDTSH,si,,
0x140B58,0x140B61,9,ascii,92,SCIPPDTSp,si,,
0x140B88,0x140B90,8,ascii,92,SCIPPDTS,si,,
0x151DBF,0x151DC5,6,ascii,96,mJicIW,,,
0x155254,0x15525A,6,ascii,97,h3JKKR,,,
0x196B4B,0x196B51,6,ascii,116,ARfFE ,,,
0x1C0A98,0x1C0AA1,9,ascii,144,SCIPPDTS0,si,,
0x1C0AC8,0x1C0AD1,9,ascii,144,SCIPPDTSD,si,,
0x1C0AF8,0x1C0B01,9,ascii,144,SCIPPDTSX,si,,
0x1C0B28,0x1C0B31,9,ascii,144,SCIPPDTSl,si,,
0x1C0B58,0x1C0B60,8,ascii,144,SCIPPDTS,si,,
0x1FB084,0x1FB08A,6,ascii,159,r'Bg(s,,,
0x200A98,0x200AA1,9,ascii,160,SCIPPDTSp,si,,
0x200AC8,0x200AD0,8,ascii,160,SCIPPDTS,si,,
0x200AF8,0x200B00,8,ascii,160,SCIPPDTS,si,,
0x200B28,0x200B30,8,ascii,160,SCIPPDTS,si,,
0x200B58,0x200B60,8,ascii,160,SCIPPDTS,si,,
0x240A98,0x240AA0,8,ascii,177,SCIPPDTS,si,,
0x240AC8,0x240AD0,8,ascii,177,SCIPPDTS,si,,
0x240AF8,0x240B00,8,ascii,177,SCIPPDTS,si,,
0x240B28,0x240B30,8,ascii,177,SCIPPDTS,si,,
0x240B58,0x240B61,9,ascii,177,SCIPPDTS,si,,
0x280A68,0x280A70,8,ascii,193,SCIPPDTS,si,,
0x280A98,0x280AA0,8,ascii,193,SCIPPDTS,si,,
0x280AC8,0x280AD0,8,ascii,193,SCIPPDTS,si,,
0x280AF8,0x280B00,8,ascii,193,SCIPPDTS,si,,
0x280B28,0x280B31,9,ascii,193,"SCIPPDTS,",si,,
0x2B63AA,0x2B63B0,6,ascii,206,2Bn06B,si,,
0x2C0A68,0x2C0A70,8,ascii,208,SDNSSDTS,si,,
0x2C0A98,0x2C0AA0,8,ascii,208,SCIPPDTS,si,,
0x2C0AC8,0x2C0AD1,9,ascii,208,SCIPPDTS0,si,,
0x2C0AF8,0x2C0B01,9,ascii,208,SCIPPDTSD,si,,
0x2C0B28,0x2C0B31,9,ascii,208,SCIPPDTSX,si,,
0x2CF337,0x2CF33D,6,ascii,212,BFvU33,,,
0x2D6383,0x2D6389,6,ascii,214,?VJ+Kf,,,
0x300A68,0x300A71,9,ascii,224,SDNSSDTSH,si,,
0x300A98,0x300AA1,9,ascii,224,SCIPPDTSH,si,,
0x300AF8,0x300B01,9,ascii,224,SCIPPDTSp,si,,
0x300B28,0x300B30,8,ascii,224,SCIPPDTS,si,,
0x340A68,0x340A71,9,ascii,239,SCIPPDTSt,si,,
0x340A98,0x340AA0,8,ascii,239,SDNSSDTS,si,,
0x340AC8,0x340AD0,8,ascii,239,SCIPPDTS,si,,
0x340AF8,0x340B00,8,ascii,239,SCIPPDTS,si,,
0x340B28,0x340B30,8,ascii,239,SCIPPDTS,si,,
0x347D91,0x347D98,7,ascii,241,5G%t&J%,,,
0x380A68,0x380A70,8,ascii,254,SCIPPDTS,si,,
0x380A98,0x380AA0,8,ascii,254,SCIPPDTS,si,,
0x380AC8,0x380AD0,8,ascii,254,SDNSSDTS,si,,
0x380AF8,0x380B00,8,ascii,254,SCIPPDTS,si,,
0x380B28,0x380B30,8,ascii,254,SCIPPDTS,si,,
0x3963C6,0x3963CD,7,ascii,259,"""!!CD4(",,,
0x3AB4F2,0x3AB4F9,7,ascii,265,haiAWgZ,,,
0x3C0A98,0x3C0AA0,8,ascii,269,SCIPPDTS,si,,
0x3C0AC8,0x3C0AD0,8,ascii,269,SDNSSDTS,si,,
0x3C0AF8,0x3C0B00,8,ascii,269,SCIPPDTS,si,,
0x3C0B28,0x3C0B30,8,ascii,269,SCIPPDTS,si,,
0x3C0B58,0x3C0B60,8,ascii,269,SCIPPDTS,si,,
0x3C7A29,0x3C7A2F,6,ascii,271,Pix?1H,,,
0x3CE932,0x3CE938,6,ascii,273,AgPj?J,,,
0x3D60FA,0x3D6100,6,ascii,274,"BQB""E5",,,
0x400A98,0x400AA1,9,ascii,285,SCIPPDTS ,si,,
0x400AC8,0x400AD1,9,ascii,285,SDNSSDTS(,si,,
0x400AF8,0x400B01,9,ascii,285,SCIPPDTS4,si,,
0x400B28,0x400B31,9,ascii,285,SCIPPDTSH,si,,
0x41604B,0x416051,6,ascii,290, 24CeH,,,
0x440AF8,0x440B01,9,ascii,301,SCIPPDTSt,si,,
0x440B28,0x440B30,8,ascii,301,SCIPPDTS,si,,
0x440B58,0x440B60,8,ascii,301,SCIPPDTS,si,,
0x45912A,0x459130,6,ascii,307,YVg|AO,si,,
0x466772,0x466778,6,ascii,311,AhliAp,,,
0x480A98,0x480AA0,8,ascii,317,SDNSSDTS,si,,
