offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x107EC,0x10814,40,ascii,0,This is a cross-section of the leaf.,,si,
0x1D310,0x1D348,56,ascii,4,"Normally, plants that grow on\nHome always contain",,si,
0x23860,0x23866,6,ascii,6,fXHz0I,,,
0x2DE7C,0x2DEB5,57,ascii,8,air pollutants like nitrogen oxides\nand sulfur dioxide.,,si,
0x3AFCC,0x3B004,56,ascii,12,But this? This is totally clean.  It's\ntoo perfect.,,si,
0x40AF8,0x40B00,8,ascii,13,SCIPPDTS,si,,
0x40B28,0x40B30,8,ascii,13,SCIPPDTS,si,,
0x40B58,0x40B61,9,ascii,13,SCIPPDTS0,si,,
0x40B88,0x40B91,9,ascii,13,SCIPPDTSD,si,,
0x40BB8,0x40BC1,9,ascii,13,SCIPPDTSX,si,,
0x43F2D,0x43F33,6,ascii,14,:LP()W,,,
0x548F4,0x5491D,41,ascii,18,"So... what, this didn't come from\nHome?",,si,
0x80AF8,0x80B01,9,ascii,30,SCIPPDTSp,si,,
0x80B28,0x80B30,8,ascii,30,SCIPPDTS,si,,
0x80B58,0x80B60,8,ascii,30,SCIPPDTS,si,,
0x80B88,0x80B90,8,ascii,30,SDNSSDTS,si,,
0xA5D84,0xA5D8A,6,ascii,39,grnANp,,,
0xC0B28,0xC0B30,8,ascii,46,SCIPPDTS,si,,
0xC0B58,0xC0B60,8,ascii,46,SDNSSDTS,si,,
0xC0B88,0xC0B90,8,ascii,46,SCIPPDTS,si,,
0xC0BB8,0xC0BC1,9,ascii,46,SCIPPDTS,si,,
0xC0BE8,0xC0BF0,8,ascii,46,SCIPPDTS,si,,
0xD8CB7,0xD8CBE,7,ascii,53,(wuTjX,,,
0xE039B,0xE03A1,6,ascii,54,/ !35U,,,
0xE03C3,0xE03C9,6,ascii,54,!33DgF,,,
0xE03CE,0xE03D5,7,ascii,54,"""ugVCBB",,,
0xFCB83,0xFCB8B,8,ascii,63,&BlnG+ik,,,
0x100B88,0x100B91,9,ascii,65,SCIPPDTSh,si,,
0x100BB8,0x100BC1,9,ascii,65,SCIPPDTS|,si,,
0x100BE8,0x100BF0,8,ascii,65,SCIPPDTS,si,,
0x100C18,0x100C20,8,ascii,65,SCIPPDTS,si,,
0x100C48,0x100C50,8,ascii,65,SDNSSDTS,si,,
0x140A98,0x140AA0,8,ascii,85,SCIPPDTS,si,,
0x140AC8,0x140AD0,8,ascii,85,SCIPPDTS,si,,
0x140AF8,0x140B00,8,ascii,85,SCIPPDTS,si,,
0x140B28,0x140B30,8,ascii,85,SCIPPDTS,si,,
0x140B58,0x140B60,8,ascii,85,SDNSSDTS,si,,
0x15F45A,0x15F461,7,ascii,93,.2CDE43,,,
0x162DCB,0x162DD1,6,ascii,94,hBLP2K,,,
0x162E7A,0x162E80,6,ascii,94,0a30%w,,,
0x180A68,0x180A70,8,ascii,101,SCIPPDTS,si,,
0x180A98,0x180AA0,8,ascii,101,SCIPPDTS,si,,
0x180AC8,0x180AD0,8,ascii,101,SCIPPDTS,si,,
0x180AF8,0x180B00,8,ascii,101,SCIPPDTS,si,,
