offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x215F5,0x215FC,7,ascii,5,"ahH,-+L",,,
0x21664,0x2168C,40,ascii,5,No way anyone's tired this early.,,si,
0x2F52C,0x2F539,13,ascii,8,Jonathan...?,si,,
0x393D3,0x3940C,57,ascii,11,?So this is what you've been doing\nall this time.,,si,
0x40B88,0x40B90,8,ascii,13,SCIPPDTS,si,,
0x40BB8,0x40BC0,8,ascii,13,SCIPPDTS,si,,
0x40C18,0x40C21,9,ascii,13,SCIPPDTS0,si,,
0x40C48,0x40C51,9,ascii,13,SCIPPDTSD,si,,
0x4B5A8,0x4B5C4,28,ascii,15,Jonathan? Jonathan Ingram?!,,,
0x588E8,0x5890C,36,ascii,19,"Oh, man, I don't believe this!",,si,
0x5F260,0x5F271,17,ascii,21,That got you up!,,si,
0x62758,0x62787,47,ascii,22,"God damn! We got some catching\nup to do, son!",,si,
0x650C8,0x650CE,6,ascii,23,(B 1A:,,,
0x76F20,0x76F50,48,ascii,28,"Hell, now I actually have\nsomething to do.",,si,
0x80B88,0x80B91,9,ascii,30,SCIPPDTSH,si,,
0x80BE8,0x80BF1,9,ascii,30,SCTEGOLDe,si,,
0x80C18,0x80C21,9,ascii,30,SCIPPDTSp,si,,
0x80C48,0x80C50,8,ascii,30,SCIPPDTS,si,,
0x84124,0x8415C,56,ascii,31,What do you say I show you\naround the new Beyond?,,si,
0x91F88,0x91FA9,33,ascii,34,"No, Ed, I, uh... I need a favor.",,si,
0x9F338,0x9F344,12,ascii,38,A favor?,,,
0xA67E4,0xA6820,60,ascii,39,Yeah.  I want your help on this\nthing I'm working on.,,si,
0xB6FEC,0xB7038,76,ascii,44,Lorraine's husband has gone\nmissing here.  Guy called Kenzo\nHojo.,,si,
0xC0B58,0xC0B61,9,ascii,46,SCTEGOLDx,si,,
0xC0B88,0xC0B90,8,ascii,46,SCIPPDTS,si,,
0xC0BB8,0xC0BC0,8,ascii,46,SCIPPDTS,si,,
0xC0BE8,0xC0BF0,8,ascii,46,SCIPPDTS,si,,
0xC0C18,0xC0C20,8,ascii,46,SCIPPDTS,si,,
0xCB531,0xCB537,6,ascii,48,/0r9NI,,,
0xCEB00,0xCEB28,40,ascii,49,He works for Tokugawa\nPharmaceuticals.,,si,
0xD89A0,0xD89BF,31,ascii,52,Lorraine asked me to find him.,,si,
0xF0778,0xF07B0,56,ascii,58,"Sorry, Jonathan, but I can't help\nyou with that.",,si,
0x100B58,0x100B60,8,ascii,62,SCIPPDTS,si,,
0x100B88,0x100B90,8,ascii,62,SCTEGOLD,si,,
0x100BB8,0x100BC0,8,ascii,62,SCIPPDTS,si,,
0x100BE8,0x100BF0,8,ascii,62,SCIPPDTS,si,,
0x100C18,0x100C20,8,ascii,62,SCIPPDTS,si,,
0x108114,0x108148,52,ascii,63,"Lorraine was killed, Ed! Right in\nfront of me!",,si,
0x1153CC,0x1153D3,7,ascii,67,MR(-GF9,,,
0x1188FD,0x118903,6,ascii,68,nP:3a&,,,
0x118920,0x11893C,28,ascii,68,This thing's gotta be huge!,,si,
0x12D0D3,0x12D0F4,33,ascii,73,"OThe answer's no, Jonathan.",,si,
