offset,offset_fin,largo_original,encoding,chunk,texto,ruido_probable,palabra_reconocible,traduccion
0x17C90,0x17C9F,15,ascii,2,See the blood?,,si,
0x1E908,0x1E930,40,ascii,4,Could that be Redwood's\nGoddard?,,si,
0x40A68,0x40A70,8,ascii,11,SCIPPDTS,si,,
0x40A98,0x40AA0,8,ascii,11,SDNSSDTS,,,
0x40AC8,0x40AD0,8,ascii,11,SCIPPDTS,si,,
0x40AF8,0x40B00,8,ascii,11,SCIPPDTS,si,,
0x40B28,0x40B30,8,ascii,11,SCIPPDTS,si,,
0x487A0,0x487A6,6,ascii,13,"""DHQ3F",,,
0x6154F,0x61557,8,ascii,19,/4K4:G0/,,,
0x6B408,0x6B40F,7,ascii,22,2dCj|6+,,,
0x80AC8,0x80AD0,8,ascii,26,SCIPPDTS,si,,
0x80AF8,0x80B01,9,ascii,26,SCIPPDTS ,si,,
0x80B28,0x80B31,9,ascii,26,SCIPPDTS4,si,,
0x80B58,0x80B61,9,ascii,26,SCIPPDTSH,si,,
0x8E032,0x8E038,6,ascii,30,frpJIi,,,
0xA3DD6,0xA3DDC,6,ascii,36,!3Ki}6,,,
0xC0AF8,0xC0B01,9,ascii,43,SCIPPDTSt,si,,
0xC0B28,0xC0B30,8,ascii,43,SCIPPDTS,si,,
0xC0B58,0xC0B60,8,ascii,43,SCIPPDTS,si,,
0xC0B88,0xC0B90,8,ascii,43,SCIPPDTS,si,,
0xC0BB8,0xC0BC0,8,ascii,43,SCIPPDTS,si,,
0xDFB46,0xDFB4C,6,ascii,50,"9w3g9,",,,
0xF0E6D,0xF0E73,6,ascii,55,9Rxr!a,,,
0x1009D8,0x1009E1,9,ascii,61,SCIPPDTSx,si,,
0x100A08,0x100A10,8,ascii,61,SCIPPDTS,si,,
0x100A38,0x100A40,8,ascii,61,SCIPPDTS,si,,
0x100A68,0x100A70,8,ascii,61,SCIPPDTS,si,,
0x100A98,0x100AA0,8,ascii,61,SCIPPDTS,si,,
