id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x24C2,redirect,0x24C5,14,We're at AP.{0D},,1 isla(s) 91 inline
1,0x24D1,redirect,0x24D6,27,We're inside the AP Room.{0D},,1 isla(s) 91 inline
2,0x24E2,redirect,0x24F4,44,Let's see if we can get the\ncapsules back.{0D},,1 isla(s) 91 inline
3,0x2509,redirect,0x2523,2,{0D},,
4,0x252E,redirect,0x2525,2,{0D},,
5,0x2565,redirect,0x2527,2,{0D},,
6,0x257E,redirect,0x2529,2,{0D},,
7,0x25AB,redirect,0x252B,2,{0D},,
8,0x25D2,redirect,0x252D,2,{0D},,1 isla(s) 91 inline
9,0x2629,redirect,0x2532,2,{0D},,
10,0x267C,redirect,0x2534,2,{0D},,
11,0x2697,redirect,0x2536,2,{0D},,
12,0x26DE,redirect,0x2538,2,{0D},,
13,0x272D,redirect,0x253A,7,Whew.{0D},,
14,0x273A,redirect,0x2541,16,This is rough.{0D},,
15,0x274D,redirect,0x2551,32,Well? How's the inquiry going?{0D},,1 isla(s) 91 inline
16,0x276A,redirect,0x2574,42,What's the matter? Did\nsomething happen?{0D},,1 isla(s) 91 inline
17,0x2789,redirect,0x25A1,23,"What is it, Jonathan?{0D}",,1 isla(s) 91 inline
18,0x27A0,redirect,0x25BB,19,Any developments?{0D},,
19,0x27B7,redirect,0x25CE,58,What can I do for you? I'll have to\nask you to be brief.{0D},,1 isla(s) 91 inline
20,0x27E0,redirect,0x260B,35,"You behaving yourselves, you\ntwo?{0D}",,1 isla(s) 91 inline
21,0x2803,redirect,0x2631,38,"What is it? I'm busy here, you\nknow.{0D}",,
22,0x2820,redirect,0x2657,6,Move{0D},,
23,0x2825,redirect,0x265D,8,System{0D},,
24,0x282E,redirect,0x2665,7,Lobby{0D},,
25,0x2835,redirect,0x266C,6,Vice{0D},,
26,0x283C,redirect,0x2672,11,Forensics{0D},,1 isla(s) 91 inline
27,0x2843,redirect,0x2680,16,Shooting Range{0D},,
28,0x284E,redirect,0x2690,2,{0D},,
29,0x2865,redirect,0x2692,2,{0D},,
30,0x2892,redirect,0x2694,2,{0D},,
31,0x28E9,redirect,0x2696,2,{0D},,1 isla(s) 91 inline
32,0x2916,redirect,0x269B,2,{0D},,
33,0x2931,redirect,0x269D,2,{0D},,
34,0x294A,redirect,0x269F,2,{0D},,
35,0x295F,redirect,0x26A1,2,{0D},,
36,0x2980,redirect,0x26A3,29,I guess we'll be going now.{0D},,
37,0x298F,redirect,0x26C0,18,Catch you later.{0D},,
38,0x299E,redirect,0x26D2,6,Look{0D},,
39,0x29A3,redirect,0x26D8,46,Looks like the chief's feeling the\npressure.{0D},,1 isla(s) 91 inline
40,0x29CC,redirect,0x2709,34,He needs to grow a pair already.{0D},,
41,0x29F9,redirect,0x272B,54,It's the chief.  He looks busy with\nall the cleanup.{0D},,3 isla(s) 91 inline
42,0x2A1E,redirect,0x276D,32,"That's Gates, the head honcho.{0D}",,1 isla(s) 91 inline
43,0x2A3B,redirect,0x2790,17,It's the chief.{0D},,1 isla(s) 91 inline
44,0x2A56,redirect,0x27A4,10,Approach{0D},,
45,0x2A5D,redirect,0x27AE,23,Let's go talk to him.{0D},,1 isla(s) 91 inline
46,0x2A72,redirect,0x27C8,2,{0D},,
47,0x2A81,redirect,0x27CA,2,{0D},,
48,0x2A8E,redirect,0x27CC,18,There's Redwood.{0D},,
49,0x2AA9,redirect,0x27DE,18,There's Redwood.{0D},,1 isla(s) 91 inline
50,0x2AC0,redirect,0x27F3,83,The guy's got one helluvan ego. \nEspecially considering he doesn't\nwear a helmet.{0D},,8 isla(s) 91 inline
51,0x2AF9,redirect,0x285E,31,Redwood's sitting over there.{0D},,1 isla(s) 91 inline
52,0x2B16,redirect,0x2880,18,There's Redwood.{0D},,
53,0x2B3D,redirect,0x2895,38,Let's go ask him about the\ncapsules.{0D},,
54,0x2B6A,redirect,0x28BB,44,We need to get the capsules back\nfrom him.{0D},,
55,0x2B89,redirect,0x28E7,32,Let's see if he's in the mood.{0D},,1 isla(s) 91 inline
56,0x2B98,redirect,0x290A,21,This should be fun.{0D},,1 isla(s) 91 inline
57,0x2BB9,redirect,0x2922,29,I guess Redwood isn't here.{0D},,1 isla(s) 91 inline
58,0x2BD6,redirect,0x2942,25,That's Redwood's chair.{0D},,1 isla(s) 91 inline
59,0x2BFD,redirect,0x295E,32,Seems he's away on assignment.{0D},,2 isla(s) 91 inline
60,0x2C0E,redirect,0x2984,31,I wouldn't trust what AP say.{0D},,3 isla(s) 91 inline
61,0x2C2D,redirect,0x29AC,22,Redwood's just left.{0D},,
62,0x2C52,redirect,0x29C2,40,That's Redwood's chair.  He just\nleft.{0D},,1 isla(s) 91 inline
63,0x2C87,redirect,0x29ED,45,Looks like Redwood's away from\nhis station.{0D},,1 isla(s) 91 inline
64,0x2CAC,redirect,0x2A1D,55,That's Redwood's chair.  Doesn't\nlook like he's here.{0D},,3 isla(s) 91 inline
65,0x2CD7,redirect,0x2A60,35,"Dammit, where the hell's he\ngone?{0D}",,2 isla(s) 91 inline
66,0x2CF8,redirect,0x2A89,6,Talk{0D},,1 isla(s) 91 inline
67,0x2CFD,redirect,0x2A92,36,They said he's away on\nassignment.{0D},,1 isla(s) 91 inline
68,0x2D26,redirect,0x2AB9,29,You need him for something?{0D},,1 isla(s) 91 inline
69,0x2D3B,redirect,0x2AD9,30,I heard he'll be back later.{0D},,
70,0x2D5E,redirect,0x2AF7,34,He's probably away on something.{0D},,2 isla(s) 91 inline
71,0x2D77,redirect,0x2B1F,26,You need to talk to him?{0D},,
72,0x2D92,redirect,0x2B39,34,He hasn't been around in awhile.{0D},,1 isla(s) 91 inline
73,0x2DB3,redirect,0x2B5E,55,I don't think I wanna know what\nthese guys look like.{0D},,3 isla(s) 91 inline
74,0x2DD4,redirect,0x2B9E,43,They look like androids with that\nget-up.{0D},,1 isla(s) 91 inline
75,0x2E09,redirect,0x2BCC,62,They keep their helmets on even\nwhen they're in the station?{0D},,3 isla(s) 91 inline
76,0x2E26,redirect,0x2C13,115,The helmets are linked to BCP's\nnetwork.{80238057}The visor displays a 3D image of\nwhichever data they're working\nwith.{0D},,3 isla(s) 91 inline
77,0x2EAD,redirect,0x2C8F,110,Just about the only times they take\nthem off is when they eat and\nsleep.{80238057}You hardly ever see their faces.{0D},,4 isla(s) 91 inline
78,0x2EF0,redirect,0x2D09,44,That won't do their complexion any\nfavors.{0D},,1 isla(s) 91 inline
79,0x2F0D,redirect,0x2D38,21,What about Redwood?{0D},,1 isla(s) 91 inline
80,0x2F1E,redirect,0x2D50,23,"Well, he's different.{0D}",,1 isla(s) 91 inline
81,0x2F3B,redirect,0x2D6A,55,What about that guy over there?\nHe's not wearing one.{0D},,2 isla(s) 91 inline
