id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x1CE0,redirect,0x1CE3,35,"Let's turn on the power, Jonathan.",,1 isla(s) 91 inline
1,0x1CFD,redirect,0x1D09,38,Looks like we chose the wrong\ncrests.,,1 isla(s) 91 inline
2,0x1D1A,redirect,0x1D32,28,Let's give it another shot.,,1 isla(s) 91 inline
3,0x1D41,redirect,0x1D51,39,I guess we chose the wrong ones\nagain.,,1 isla(s) 91 inline
4,0x1D62,redirect,0x1D7E,26,Dammit! This is annoying.,,
5,0x1D7B,redirect,0x1D9B,20,Let's try it again.,,
6,0x1D98,redirect,0x1DAF,40,Again? We must've got the crests\nwrong.,,2 isla(s) 91 inline
7,0x1DBB,redirect,0x1DDD,25,What are we gonna do....,,3 isla(s) 91 inline
8,0x1DCC,redirect,0x1DFF,40,"Are you sure you can do this,\nJonathan?",,1 isla(s) 91 inline
9,0x1DE5,redirect,0x1E2A,5,....,,
10,0x1DEC,redirect,0x1E2F,21,Just take your time.,,
11,0x1DFB,redirect,0x1E44,29,Let's have another go at it.,,2 isla(s) 91 inline
12,0x1E14,redirect,0x1E67,60,"Jonathan, weren't the family crests\nwritten down somewhere?",,1 isla(s) 91 inline
13,0x1E51,redirect,0x1EA6,23,You mean Hojo's study?,,1 isla(s) 91 inline
14,0x1E62,redirect,0x1EC0,33,"No, somewhere... closer at hand.",,1 isla(s) 91 inline
15,0x1E89,redirect,0x1EE4,13,Wrong again.,,1 isla(s) 91 inline
16,0x1EB2,redirect,0x1EF4,29,"Come on, let's try it again.",,1 isla(s) 91 inline
17,0x1ECF,redirect,0x1F14,28,Looks like we got it wrong.,,
18,0x1EEA,redirect,0x1F30,35,Don't give up.  Let's keep trying.,,2 isla(s) 91 inline
19,0x1F09,redirect,0x1F59,77,"Jonathan, weren't the family crests\nwritten down in the instruction\nbooklet?",,1 isla(s) 91 inline
20,0x1F46,redirect,0x1FA9,10,The what?,,1 isla(s) 91 inline
21,0x1F53,redirect,0x1FB6,51,This game's instruction booklet. \nLook at page 21.,,1 isla(s) 91 inline
22,0x1F92,redirect,0x1FEC,1,,,
23,0x1FAB,redirect,0x1FED,1,,,
24,0x1FDA,redirect,0x1FEE,1,,,
25,0x1FF5,redirect,0x1FEF,1,,,
26,0x200A,redirect,0x1FF0,1,,,
27,0x202F,inplace,0x202F,11,lt_x51.pak,,sin codigo 91: revisar
28,0x203A,redirect,0x1FF1,1,,,
29,0x2079,redirect,0x1FF2,1,,,
30,0x20BA,redirect,0x1FF3,1,,,
31,0x20DF,redirect,0x1FF4,1,,,
32,0x20FA,redirect,0x1FF8,1,,,
33,0x2147,redirect,0x1FF9,1,,,
34,0x2176,redirect,0x1FFA,1,,,
35,0x21ED,redirect,0x1FFB,1,,,
36,0x2224,redirect,0x1FFC,1,,,
37,0x2269,redirect,0x1FFD,1,,,
38,0x22AC,redirect,0x1FFE,1,,,
39,0x2306,redirect,0x1FFF,1,,,
40,0x2341,redirect,0x2000,1,,,
41,0x2378,redirect,0x2001,1,,,
42,0x23A1,redirect,0x2002,1,,,
43,0x23C4,redirect,0x2003,1,,,
44,0x23FB,redirect,0x2004,1,,,
45,0x2448,redirect,0x2005,1,,,
46,0x245D,redirect,0x2006,1,,,
47,0x2494,redirect,0x2007,1,,,
48,0x24D5,redirect,0x2008,1,,,
49,0x2526,redirect,0x2009,1,,,
50,0x2555,redirect,0x200D,1,,,
51,0x2586,redirect,0x200E,1,,,
52,0x25B9,redirect,0x200F,1,,,
53,0x25DA,redirect,0x2010,1,,,
54,0x25ED,redirect,0x2011,1,,,
55,0x2610,redirect,0x2012,1,,,
56,0x2637,redirect,0x2013,1,,,
57,0x2666,redirect,0x2014,10,Don't use,,
