id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x1FFC,redirect,0x1FD3,22,I'm in front of BCP.{0D},,1 isla(s) 91 inline
1,0x200F,redirect,0x1FEC,18,I'm outside BCP.{0D},,1 isla(s) 91 inline
2,0x2020,redirect,0x2001,2,{0D},,
3,0x2045,redirect,0x2003,2,{0D},,
4,0x204C,redirect,0x2005,2,{0D},,
5,0x2079,redirect,0x2007,16,We're outside.{0D},,1 isla(s) 91 inline
6,0x208A,redirect,0x201A,28,We've back at the station.{0D},,1 isla(s) 91 inline
7,0x20A9,redirect,0x2039,20,We're back at BCP.{0D},,2 isla(s) 91 inline
8,0x20C2,redirect,0x2053,2,{0D},,
9,0x20D7,redirect,0x2055,2,{0D},,
10,0x210E,inplace,0x210E,11,x99cel.pak,,sin codigo 91: revisar
11,0x2119,redirect,0x2057,2,{0D},,
12,0x2134,redirect,0x2059,2,{0D},,
13,0x213F,redirect,0x205B,2,{0D},,
14,0x214A,redirect,0x205D,2,{0D},,
15,0x2171,redirect,0x205F,2,{0D},,
16,0x2192,redirect,0x2061,2,{0D},,
17,0x21CF,redirect,0x2063,2,{0D},,
18,0x2204,redirect,0x2065,2,{0D},,
19,0x2245,redirect,0x2067,2,{0D},,
20,0x22C2,redirect,0x2069,2,{0D},,
21,0x22F9,redirect,0x206B,2,{0D},,
22,0x2322,redirect,0x206D,2,{0D},,
23,0x234B,redirect,0x206F,5,...{0D},,
24,0x2352,redirect,0x2074,2,{0D},,
25,0x236F,redirect,0x2076,2,{0D},,
26,0x2384,redirect,0x2078,2,{0D},,1 isla(s) 91 inline
27,0x23B5,redirect,0x207D,2,{0D},,
28,0x23C0,redirect,0x207F,2,{0D},,
29,0x23ED,redirect,0x2081,28,"Alright, let's get to AMM.{0D}",,1 isla(s) 91 inline
30,0x2404,redirect,0x20A0,21,Let's hurry to AMM.{0D},,1 isla(s) 91 inline
31,0x241B,redirect,0x20B8,56,We're in front of the station. \nWhere do you wanna go?{0D},,2 isla(s) 91 inline
32,0x243A,redirect,0x20F6,33,"Alright, where do you wanna go?{0D}",,cadena 92: 2 fragmentos unidos
33,0x244F,redirect,0x2128,31,We've arrived at the station.{0D},,3 isla(s) 91 inline
34,0x2462,redirect,0x2150,23,We've returned to HQ.{0D},,
35,0x247B,redirect,0x2167,20,Ready to head out?{0D},,1 isla(s) 91 inline
36,0x249C,redirect,0x217E,20,We're back at BCP.{0D},,
37,0x24AF,redirect,0x2195,2,{0D},,
38,0x24CC,redirect,0x2197,2,{0D},,
39,0x251D,redirect,0x2199,2,{0D},,
40,0x2530,redirect,0x219B,2,{0D},,
41,0x2559,redirect,0x219D,2,{0D},,
42,0x2578,redirect,0x219F,2,{0D},,
43,0x2615,redirect,0x21A1,2,{0D},,
44,0x2646,redirect,0x21A3,2,{0D},,
45,0x265B,redirect,0x21A5,2,{0D},,
46,0x266E,redirect,0x21A7,2,{0D},,
47,0x2691,redirect,0x21A9,2,{0D},,
48,0x26E0,redirect,0x21AB,2,{0D},,
49,0x26EF,redirect,0x21AD,2,{0D},,
50,0x26FA,redirect,0x21AF,2,{0D},,
51,0x2749,redirect,0x21B1,2,{0D},,
52,0x276E,redirect,0x21B3,6,Move{0D},,
53,0x2773,redirect,0x21B9,11,Go inside{0D},,
54,0x277C,redirect,0x21C4,11,Spaceport{0D},,
55,0x2783,redirect,0x21D2,66,I just came from the spaceport. \nWhat's the point in going back?{0D},,1 isla(s) 91 inline
56,0x27D2,redirect,0x2217,62,I've got nothing to do there.  I\nshould try to find Ed here.{0D},,1 isla(s) 91 inline
57,0x280D,redirect,0x2258,47,There's no point going back to the\nspaceport.{0D},,
58,0x282E,redirect,0x2287,8,System{0D},,
59,0x2837,redirect,0x228F,7,Drive{0D},,
60,0x2840,redirect,0x2296,6,Look{0D},,
61,0x2845,redirect,0x229C,159,"As you'd expect for the\nheadquarters of Beyond's police,\nit's quite a building.{80238057}Big change from that tiny\nmakeshift setup we had when we\nwere Policenauts.{0D}",,3 isla(s) 91 inline
62,0x28AE,redirect,0x2344,27,This is BCP headquarters.{0D},,2 isla(s) 91 inline
63,0x28BF,redirect,0x2365,53,You'd never imagine what it's\nactually like inside.{0D},,2 isla(s) 91 inline
64,0x28F6,redirect,0x23A0,103,"It's BCP headquarters.{80238057}It was built over 25 years ago, so\nnaturally it's starting to show its\nage.{0D}",,4 isla(s) 91 inline
65,0x293D,redirect,0x2413,40,I've spent half my life at this place.{0D},,2 isla(s) 91 inline
66,0x296A,redirect,0x2441,32,"Your home away from home,\nhuh?{0D}",,2 isla(s) 91 inline
67,0x29B5,redirect,0x2467,24,It's BCP headquarters.{0D},,1 isla(s) 91 inline
68,0x29CA,redirect,0x2482,69,If these guys aren't gonna do\nsomething then it's up to me and\nyou.{0D},,3 isla(s) 91 inline
69,0x29FB,redirect,0x24D0,74,"I tell ya, I'm getting used to this\nplace.  Feels like I'm back at\nLAPD.{0D}",,
70,0x2A2A,redirect,0x251A,31,That looks like the entrance.{0D},,2 isla(s) 91 inline
