id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x2256,redirect,0x2160,12,KOBAYAKAWA{0D},,1 isla(s) 91 inline
1,0x2279,redirect,0x216F,12,KOBAYAKAWA{0D},,
2,0x2298,redirect,0x217B,8,SASAKI{0D},,
3,0x22B7,redirect,0x2183,8,SASAKI{0D},,1 isla(s) 91 inline
4,0x22D2,redirect,0x218E,9,SHIMAZU{0D},,
5,0x22F1,redirect,0x2197,9,SHIMAZU{0D},,
6,0x230D,redirect,0x21A0,6,ASAI{0D},,1 isla(s) 91 inline
7,0x232C,redirect,0x21A9,6,ASAI{0D},,
8,0x2345,redirect,0x21AF,7,SAITO{0D},,
9,0x2366,redirect,0x21B6,7,SAITO{0D},,
10,0x2381,redirect,0x21BD,7,HONDA{0D},,1 isla(s) 91 inline
11,0x23A0,redirect,0x21C7,7,HONDA{0D},,
12,0x23BA,redirect,0x21CE,8,SATAKE{0D},,
13,0x23D9,redirect,0x21D6,8,SATAKE{0D},,1 isla(s) 91 inline
14,0x23F4,redirect,0x21E1,10,TAKENAKA{0D},,
15,0x2415,redirect,0x21EB,10,TAKENAKA{0D},,
16,0x2432,redirect,0x21F5,9,IMAGAWA{0D},,1 isla(s) 91 inline
17,0x2453,redirect,0x2201,9,IMAGAWA{0D},,
18,0x246F,redirect,0x220A,8,SANADA{0D},,
19,0x248E,redirect,0x2212,8,SANADA{0D},,1 isla(s) 91 inline
20,0x24A9,redirect,0x221D,8,System{0D},,
21,0x24B2,redirect,0x2225,13,Leave alone{0D},,
22,0x24BD,redirect,0x2232,8,Remove{0D},,
23,0x24C6,redirect,0x223A,32,Let's take a look at this one.{0D},,2 isla(s) 91 inline
24,0x24DF,redirect,0x2260,13,Here it is.{0D},,
25,0x24FA,redirect,0x226D,38,Let's take another look at this one.{0D},,1 isla(s) 91 inline
26,0x251B,redirect,0x2296,40,We probably don't have much time\nleft.{0D},,2 isla(s) 91 inline
27,0x2542,redirect,0x22C4,30,We don't have time to waste.{0D},,1 isla(s) 91 inline
28,0x255F,redirect,0x22E5,37,Let's leave this one alone for now.{0D},,1 isla(s) 91 inline
29,0x257E,redirect,0x2310,37,Why don't we come back to this\none.{0D},,1 isla(s) 91 inline
30,0x2597,redirect,0x2338,36,"We don't have much time,\nJonathan.{0D}",,1 isla(s) 91 inline
