id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x40E3,redirect,0x404E,20,We're outside BCCH.,,
1,0x40FA,redirect,0x4062,46,Can you believe Chris runs this\nentire place?,,
2,0x4121,redirect,0x4090,18,I don't envy her.,,
3,0x413E,redirect,0x40A2,1,,,
4,0x4167,inplace,0x4167,3,n?,,sin codigo 91: revisar
5,0x4182,inplace,0x4182,5, us.,,sin codigo 91: revisar
6,0x419F,inplace,0x419F,5,eft.,,sin codigo 91: revisar
7,0x41BA,inplace,0x41BA,21,ly lead we\nhave now.,,sin codigo 91: revisar
8,0x41DB,inplace,0x41DB,56,hink the front door will be\nopen at this time of night?,,sin codigo 91: revisar; 2 isla(s) 91 inline
9,0x41F8,redirect,0x40A3,23,We've arrived at BCCH.,,
10,0x420D,redirect,0x40BA,63,"Time to see Chris again.  I mean,\ntime to look for more clues.",,2 isla(s) 91 inline
11,0x4228,inplace,0x4228,2,1,,sin codigo 91: revisar
12,0x422A,inplace,0x422A,2,2,,sin codigo 91: revisar
13,0x422C,inplace,0x422C,2,3,,sin codigo 91: revisar
14,0x422E,inplace,0x422E,2,4,,sin codigo 91: revisar
15,0x4230,redirect,0x40FF,1,,,
16,0x4257,inplace,0x4257,35,ou think the door's gonna be\nopen?,,sin codigo 91: revisar
17,0x4262,inplace,0x4262,24,e door's gonna be\nopen?,,sin codigo 91: revisar
18,0x4275,inplace,0x4275,5,pen?,,sin codigo 91: revisar
19,0x429A,inplace,0x429A,6,ight.,,sin codigo 91: revisar
20,0x42A5,inplace,0x42A5,23,der... let's go check.,,sin codigo 91: revisar
21,0x42BE,inplace,0x42BE,57,"thought we were going to check\nout the morgue, Jonathan?",,sin codigo 91: revisar
22,0x42FD,inplace,0x42FD,57,'t go wandering around. \nThe police are looking for you.,,sin codigo 91: revisar; 1 isla(s) 91 inline
23,0x4306,inplace,0x4306,48,dering around. \nThe police are looking for you.,,sin codigo 91: revisar; 1 isla(s) 91 inline
24,0x4317,inplace,0x4317,31,he police are looking for you.,,sin codigo 91: revisar; 1 isla(s) 91 inline
25,0x4328,redirect,0x4100,28,We're outside the hospital.,,
26,0x433B,redirect,0x411C,15,We're at BCCH.,,1 isla(s) 91 inline
27,0x434E,redirect,0x412E,1,,,
28,0x4353,inplace,0x4353,28,"k out the\nmorgue, remember?",,sin codigo 91: revisar
29,0x4388,inplace,0x4388,150," are out.  The\nonly people up at this time would\nbe those on call.{80238057}Well, the hospital's run by\ncomputer, so you don't even need\nthat many of them.",,sin codigo 91: revisar
30,0x43A7,inplace,0x43A7,119,"t this time would\nbe those on call.{80238057}Well, the hospital's run by\ncomputer, so you don't even need\nthat many of them.",,sin codigo 91: revisar
31,0x43B0,inplace,0x43B0,110,"me would\nbe those on call.{80238057}Well, the hospital's run by\ncomputer, so you don't even need\nthat many of them.",,sin codigo 91: revisar
32,0x4415,inplace,0x4415,9,of them.,,sin codigo 91: revisar
33,0x4448,redirect,0x412F,1,,,
34,0x445B,inplace,0x445B,18,s weird at\nnight.,,sin codigo 91: revisar
35,0x4498,inplace,0x4498,7,y\nnow.,,sin codigo 91: revisar
36,0x44B5,redirect,0x4130,5,Move,,
37,0x44BA,redirect,0x4135,10,Go inside,,1 isla(s) 91 inline
38,0x44C3,redirect,0x4142,6,Drive,,
39,0x44CC,redirect,0x4148,34,"Where you trying to go,\nJonathan?",,
40,0x44ED,redirect,0x416A,29,There's nowhere else for us.,,
41,0x4510,redirect,0x4187,29,This is the only place left.,,
42,0x4533,redirect,0x41A4,43,This hospital's the only lead we\nhave now.,,
43,0x4560,redirect,0x41CF,7,System,,
44,0x4569,redirect,0x41D6,61,You think the front door will be\nopen at this time of night?,,2 isla(s) 91 inline
45,0x458A,redirect,0x4219,47,Only one way to find out.  You\nknow the drill.,,cadena 92: 2 fragmentos unidos
46,0x45A9,redirect,0x4256,36,You think the door's gonna be\nopen?,,
47,0x45C2,redirect,0x427A,38,Security here does seem pretty\nlight.,,
48,0x45F1,redirect,0x42A0,28,I wonder... let's go check.,,
49,0x4610,redirect,0x42BC,59,"I thought we were going to check\nout the morgue, Jonathan?",,
50,0x4659,redirect,0x42F7,63,We can't go wandering around. \nThe police are looking for you.,,1 isla(s) 91 inline
51,0x4694,redirect,0x4339,48,"We came here to check out the\nmorgue, remember?",,2 isla(s) 91 inline
52,0x46DD,redirect,0x436F,5,Look,,
53,0x46E2,redirect,0x4374,170,"Look, all the lights are out.  The\nonly people up at this time would\nbe those on call.{80238057}Well, the hospital's run by\ncomputer, so you don't even need\nthat many of them.",,
54,0x475B,redirect,0x441E,76,"I thought I was used to this place\nby now, but it really is weird at\nnight.",,1 isla(s) 91 inline
55,0x4790,redirect,0x446D,15,Sure is quiet.,,
56,0x479F,redirect,0x447C,35,Everyone's probably asleep by\nnow.,,
57,0x47BC,redirect,0x449F,33,This place gives me the willies.,,3 isla(s) 91 inline
58,0x47E9,redirect,0x44C9,41,I can't get over the size of this\nplace.,,2 isla(s) 91 inline
59,0x4800,redirect,0x44F8,151,"You won't find a better hospital\nhere, not just in terms of\ntreatment facilities, but patient\n capacity, numbers of doctors and\nnurses {D0}{06} you name it.",,5 isla(s) 91 inline
60,0x4873,redirect,0x459E,106,"I don't know the specifics, but\napparently the building was\ndesigned by some famous\n architect from Home.",,4 isla(s) 91 inline
61,0x48BE,redirect,0x4614,41,The lobby was smaller than I'd\nimagined.,,
62,0x48E5,redirect,0x463D,72,Their main focus is more toward\nhospitalized patients than\noutpatients.,,1 isla(s) 91 inline
63,0x490E,redirect,0x4688,83,Many of their patients are people\nseeking treatment beyond what\nyou get elsewhere.,,2 isla(s) 91 inline
64,0x4957,redirect,0x46E1,94,They've got several\nstate-of-the-art facilities you\n\n can't find anywhere else on the\ncolony.,,1 isla(s) 91 inline
65,0x49A8,redirect,0x4742,35,One of them being the zero G\nward.,,1 isla(s) 91 inline
66,0x49C1,redirect,0x4768,60,That's the linear elevator.  It goes\nup to the zero G ward.,,2 isla(s) 91 inline
67,0x49EA,redirect,0x47AA,64,The morgue is down in the\nbasement.  We won't need to use\nthat.,,2 isla(s) 91 inline
68,0x4A2B,redirect,0x47F0,97,That's the high-speed linear\nelevator that goes up to the zero\nG ward.{80238057}I don't see it moving.,,1 isla(s) 91 inline
69,0x4A66,redirect,0x4854,47,We rode one of those at the\nTokugawa Building.,,1 isla(s) 91 inline
70,0x4AAD,redirect,0x4886,60,That's the linear elevator that goes\nup to the zero G ward.,,1 isla(s) 91 inline
71,0x4AD8,redirect,0x48C5,13,Zero G ward?,,
72,0x4AE5,redirect,0x48D2,189,It's a zero-gravity ward set up in\nthe center of the colony.{80238057}Weightlessness is a good\nenvironment for treating patients\nwho are bed-ridden or have\n burns over large areas of their\nbody.,,3 isla(s) 91 inline
73,0x4B62,redirect,0x4998,91,"They also perform certain\noperations there, since blood\ndoesn't spurt out in zero gravity.",,3 isla(s) 91 inline
74,0x4BAD,redirect,0x49FC,60,That's the linear elevator that goes\nup to the zero G ward.,,1 isla(s) 91 inline
75,0x4BD0,redirect,0x4A3B,35,The receptionist mentioned it too.,,
76,0x4C01,redirect,0x4A5E,66,It's BCCH's nameplate.  It's really\nhard to make out the writing.,,1 isla(s) 91 inline
77,0x4C2E,redirect,0x4AA3,65,It's BCCH's nameplate.  It's\nglowing with the city lights above.,,3 isla(s) 91 inline
78,0x4C63,redirect,0x4AED,31,It's the hospital's nameplate.,,
79,0x4C7E,redirect,0x4B0C,70,"""Beyond Coast Central Hospital"".\nJust like you said.  I believed\nyou.",,
80,0x4D1F,redirect,0x4B52,23,It's BCCH's nameplate.,,1 isla(s) 91 inline
81,0x4D36,redirect,0x4B6C,45,The door's open.  We can enter\nthrough here.,,
82,0x4D5D,redirect,0x4B99,78,How can something like this\nhappen with the place supposedly\nrun by computer?,,2 isla(s) 91 inline
83,0x4D92,redirect,0x4BED,27,"The door's open, Jonathan.",,1 isla(s) 91 inline
84,0x4DC7,redirect,0x4C0B,26,That's the main entrance.,,
85,0x4DDA,redirect,0x4C25,30,It's the hospital's entrance.,,1 isla(s) 91 inline
86,0x4DEB,redirect,0x4C46,26,What's that entrance for?,,
87,0x4DFA,redirect,0x4C60,44,I'd say it looks like an employee\nentrance.,,2 isla(s) 91 inline
88,0x4E29,redirect,0x4C92,56,It's probably an entrance for\nemployees.  Not too sure.,,
89,0x4E5C,redirect,0x4CCA,40,We should go in through the front\ndoor.,,
90,0x4E8D,redirect,0x4CF2,30,That's not the main entrance.,,
91,0x4EB4,redirect,0x4D10,34,So what's this entrance here for?,,1 isla(s) 91 inline
92,0x4ECB,redirect,0x4D35,36,Probably an entrance for\nemployees.,,1 isla(s) 91 inline
93,0x4EE6,redirect,0x4D5C,44,We can go inside through the\nmain entrance.,,1 isla(s) 91 inline
94,0x4F03,redirect,0x4D8B,32,Let's check out the front door.,,1 isla(s) 91 inline
95,0x4F2A,redirect,0x4DAE,34,You were right.  The door's open.,,1 isla(s) 91 inline
96,0x4F53,redirect,0x4DD3,22,"Hey, the door's open.",,2 isla(s) 91 inline
97,0x4F70,redirect,0x4DEF,83,"That's the entrance to the\nemergency room.  It's always\nopen, for obvious reasons.",,2 isla(s) 91 inline
98,0x4FA7,redirect,0x4E48,52,I see.  You really know your way\naround this place.,,1 isla(s) 91 inline
99,0x4FD2,redirect,0x4E7F,47,"(Nice try, Ed.  ""Employee\nentrance"", he says.)",,1 isla(s) 91 inline
100,0x4FF5,redirect,0x4EB1,19,We can enter here.,,1 isla(s) 91 inline
101,0x5018,redirect,0x4EC7,31,We can go inside through here.,,2 isla(s) 91 inline
102,0x502F,redirect,0x4EEC,90,Those have been modified to repel\ninsects.{80238057}They emit an odor that they find\noffensive.,,2 isla(s) 91 inline
103,0x5078,redirect,0x4F4C,47,I thought there weren't any\ninsects on Beyond?,,2 isla(s) 91 inline
104,0x509B,redirect,0x4F81,105,It's not like there are none at all.{80238057}They just keep the bare minimum\nnecessary to support the CELESS.,,2 isla(s) 91 inline
105,0x50FE,redirect,0x4FF0,69,It's nice for patients to be able to\nsee these from anywhere inside.,,3 isla(s) 91 inline
106,0x512D,redirect,0x503E,172,This is the hospital's foliage. \nThey've planted trees and bushes\nall around the building.{80238057}The layout was designed to make\nthem visible from every room in\nthe hospital.,,2 isla(s) 91 inline
107,0x5186,redirect,0x50F0,59,"Yeah, it's soothing having other\nlife around you in space.",,2 isla(s) 91 inline
108,0x51B3,redirect,0x5131,39,It's foliage planted for the patients.,,
109,0x51D0,redirect,0x5158,83,That's one of the hospital's lights. \nIt automatically comes on when it\ngets dark.,,1 isla(s) 91 inline
110,0x520B,redirect,0x51AE,43,No one will ever forget to hit the\nswitch.,,2 isla(s) 91 inline
111,0x522A,redirect,0x51DF,39,"You know, I never noticed that\nbefore.",,
112,0x5249,redirect,0x5206,77,That's one of the hospital's lights. \nOne on its own does a pretty good\njob.,,3 isla(s) 91 inline
113,0x527C,redirect,0x525C,24,What's that pole there?,,
114,0x5297,redirect,0x5274,94,It's one of the hospital's lights. \nMust be bright if they've only got\nthe one for out front.,,3 isla(s) 91 inline
115,0x52C2,redirect,0x52DB,71,That's a light.  It's the same as the\none at Tokugawa Pharmaceuticals.,,1 isla(s) 91 inline
116,0x52F9,redirect,0x5325,52,That light contains high-sensitivity\nlight sensors.,,1 isla(s) 91 inline
117,0x532E,redirect,0x535C,1,,,
118,0x5355,inplace,0x5355,7,nsors.,,sin codigo 91: revisar
