id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x4A6F,redirect,0x3E24,5,Move,,
1,0x4A74,redirect,0x3E2C,10,Go inside,,
2,0x4A7D,redirect,0x3E36,6,Drive,,
3,0x4A86,redirect,0x3E3C,7,System,,
4,0x4A8F,redirect,0x3E43,5,Look,,
5,0x4A94,redirect,0x3E48,80,The building is modeled after\nKennedy Space Center's Vehicle\nAssembly Building.,,2 isla(s) 91 inline
6,0x4AFF,redirect,0x3E9E,95,"The scale and inside are totally\ndifferent, but its outside\nappearance is an exact recreation.",,4 isla(s) 91 inline
7,0x4B2E,redirect,0x3F09,30,I thought it looked familiar.,,1 isla(s) 91 inline
8,0x4B4D,redirect,0x3F2A,83,"Launch Complex 39....  We went to\nKennedy once for part of our\ntraining, remember?",,2 isla(s) 91 inline
9,0x4BA6,redirect,0x3F83,33,There's the main entrance there.,,
10,0x4BC7,redirect,0x3FA4,20,What about tickets?,,
11,0x4BD8,redirect,0x3FB8,54,Admission's free during the\nanniversary celebrations.,,2 isla(s) 91 inline
12,0x4C2B,redirect,0x3FF4,59,That's AMM.  It's like being back at\nKennedy Space Center.,,2 isla(s) 91 inline
13,0x4C6E,redirect,0x4035,35,So the informant's waiting inside?,,1 isla(s) 91 inline
14,0x4C85,redirect,0x405B,41,You really think the informant's\ninside?,,
15,0x4CAE,redirect,0x4084,51,It's AMM.  It won't be open at this\ntime of night.,,1 isla(s) 91 inline
16,0x4CD7,redirect,0x40BA,60,All the lights are off.  Doesn't look\nlike anyone's around.,,
17,0x4CFE,redirect,0x40F6,28,It definitely looks closed.,,
18,0x4D2B,redirect,0x4112,64,You think he's really here? After\nhow careful he was last time?,,2 isla(s) 91 inline
19,0x4D5A,redirect,0x4158,66,Something's obviously come up. \nSomething urgent that can't wait.,,1 isla(s) 91 inline
20,0x4D97,redirect,0x419D,41,What the hell's taking this guy so\nlong?,,1 isla(s) 91 inline
21,0x4DB4,redirect,0x41C9,66,Is he actually coming or what?\nMaybe he's just jerking us\naround?,,
22,0x4DE1,redirect,0x420B,58,It's too early to say.  Let's just\ntrust that he'll show.,,
23,0x4E0A,redirect,0x4245,34,Let's keep looking a little more.,,1 isla(s) 91 inline
24,0x4E35,redirect,0x426A,45,We still haven't met with the\ninformant yet!,,
25,0x4E5C,redirect,0x4297,54,"We're supposed to be meeting the\ninformant, remember?",,1 isla(s) 91 inline
26,0x4E95,redirect,0x42D0,54,Where are you trying to go?\nWhat about the informant?,,
27,0x4EC0,redirect,0x4306,1,,,
28,0x4ED5,redirect,0x4307,1,,,
29,0x4EEE,redirect,0x4308,1,,,
30,0x4F1B,redirect,0x430C,1,,,
31,0x4F28,redirect,0x430D,19,Let's head inside.,,
32,0x4F39,redirect,0x4320,1,,,
33,0x4F82,redirect,0x4321,1,,,
