id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x31C4,redirect,0x2850,43,We've returned to the Information\nCenter.{0D},,1 isla(s) 91 inline
1,0x31DB,redirect,0x287E,2,{0D},,
2,0x3216,redirect,0x2880,8,System{0D},,
3,0x321F,redirect,0x2888,6,Move{0D},,
4,0x3224,redirect,0x288E,15,No. 7 Factory{0D},,
5,0x322F,redirect,0x289D,13,Mass driver{0D},,
6,0x323E,redirect,0x28AA,6,Look{0D},,
7,0x3243,redirect,0x28B0,77,There's Salvatore.  We can't let\nhim catch us.  Let's stay toward\nthe back.{0D},,1 isla(s) 91 inline
8,0x3280,redirect,0x2900,82,Don't keep looking at him.  Our\nvisor sensors are linked.  He'll get\nsuspicious.{0D},,1 isla(s) 91 inline
9,0x32D7,redirect,0x2955,52,"I'm telling you, you'd better stop\nlooking at him.{0D}",,1 isla(s) 91 inline
10,0x32FC,redirect,0x298C,35,He's gonna get really suspicious.{0D},,1 isla(s) 91 inline
11,0x3311,redirect,0x29B2,33,Yes? You have another\nquestion?{0D},,1 isla(s) 91 inline
12,0x3330,redirect,0x29D6,40,"You have a question? Please, go\nahead.{0D}",,1 isla(s) 91 inline
13,0x3359,redirect,0x2A01,6,Talk{0D},,
14,0x3364,redirect,0x2A07,37,You mind if I ask another\nquestion?{0D},,1 isla(s) 91 inline
15,0x337D,redirect,0x2A2F,34,Excuse me! Can I ask a\nquestion?{0D},,1 isla(s) 91 inline
16,0x339A,redirect,0x2A54,18,You again? Sure.{0D},,1 isla(s) 91 inline
17,0x33B5,redirect,0x2A69,27,You're very enthusiastic.{0D},,
18,0x33C8,redirect,0x2A84,76,"You're very knowledgeable\nindeed.  I'm sorry, may I ask\nwhere you're from?{0D}",,2 isla(s) 91 inline
19,0x3407,redirect,0x2AD6,49,"Oh, uh... just a curious kinda guy,\nthat's all.{0D}",,1 isla(s) 91 inline
20,0x342A,redirect,0x2B0A,30,"You have a question, do you?{0D}",,
21,0x343F,redirect,0x2B28,41,"Yes, my enthusiastic friend over\nthere.{0D}",,
22,0x345C,redirect,0x2B51,22,"Yes, you back there.{0D}",,
23,0x346D,redirect,0x2B67,40,Feel free to ask me anythin' you\nlike.{0D},,1 isla(s) 91 inline
24,0x3490,redirect,0x2B92,11,Ask about{0D},,
25,0x3499,redirect,0x2B9D,54,I'm gonna have to wrap up the\nquestions in a minute.{0D},,1 isla(s) 91 inline
26,0x34BE,redirect,0x2BD6,49,I really will have to stop the Q&A\nmomentarily.{0D},,1 isla(s) 91 inline
27,0x34D9,redirect,0x2C0A,45,Nice to see someone finally has a\nquestion.{0D},,
28,0x34FC,redirect,0x2C3A,34,"Go ahead, ask anythin' you want.{0D}",,1 isla(s) 91 inline
29,0x351B,redirect,0x2C5F,62,I'll try and answer any questions to\nthe best of my ability.{0D},,1 isla(s) 91 inline
30,0x3548,redirect,0x2CA0,136,Just know that there are certain\nareas I can't touch upon for\nconfidentiality reasons.{80238057}Thank you in advance for your\nunderstandin'.{0D},,3 isla(s) 91 inline
31,0x3583,redirect,0x2D31,11,The plant{0D},,1 isla(s) 91 inline
32,0x3590,redirect,0x2D3F,10,Location{0D},,
33,0x3595,redirect,0x2D49,86,"The Tokugawa Moon Plant is\nlocated on the near side of the\nMoon in the Plato Crater,{0D}",,1 isla(s) 91 inline
34,0x35C6,redirect,0x2DA2,135,"which is itself situated on the\nnorthern shore of Mare Imbrium,\nthe Moon's second largest mare.{80238057}Mare Imbrium means ""Sea of\nRains"".{0D}",,1 isla(s) 91 inline
35,0x362B,redirect,0x2E2C,141,"The Plato Crater is approximately\n100 kilometers in diameter, with\nits smooth floor widely known as\n one of the darkest places on the\nMoon.{0D}",,2 isla(s) 91 inline
36,0x368C,redirect,0x2EBF,2,{0D},,
37,0x36B9,redirect,0x2EC1,96,"It's a considerable distance to the\nnearest base, so you could say\nwe're pretty isolated here.{0D}",,2 isla(s) 91 inline
38,0x370A,redirect,0x2F27,73,The only way to get here is by\nLSM from a Lunar-orbitin' space\nstation.{0D},,1 isla(s) 91 inline
39,0x3749,redirect,0x2F73,8,Energy{0D},,
