id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x29B2,redirect,0x29B5,21,We're down in Vice.{0D},,
1,0x29D3,redirect,0x29CA,33,You guys really look like hell.{0D},,1 isla(s) 91 inline
2,0x2A04,redirect,0x29EE,18,"You okay, Meryl?{0D}",,
3,0x2A1B,redirect,0x2A00,60,"Yeah, I'm hanging in there.  Can't\nsay it's gonna be easy.{0D}",,2 isla(s) 91 inline
4,0x2A64,redirect,0x2A42,25,Did you learn anything?{0D},,
5,0x2A7F,redirect,0x2A5B,6,Move{0D},,
6,0x2A84,redirect,0x2A61,7,Lobby{0D},,1 isla(s) 91 inline
7,0x2A8B,redirect,0x2A6B,64,There's no point going back to the\nlobby.  I'm here to see Ed.{0D},,3 isla(s) 91 inline
8,0x2AC2,redirect,0x2AB4,52,I came for Ed's help.  I can't just\nturn back now.{0D},,1 isla(s) 91 inline
9,0x2B05,redirect,0x2AEB,66,You mean you can't even turn\naround and walk back up the\nstairs?{0D},,2 isla(s) 91 inline
10,0x2B2E,redirect,0x2B33,32,You have GOT to be kidding me.{0D},,1 isla(s) 91 inline
11,0x2B3D,redirect,0x2B59,27,We didn't order any food.{0D},,1 isla(s) 91 inline
12,0x2B56,redirect,0x2B77,48,"Exit's right behind you, same way\nyou came in.{0D}",,4 isla(s) 91 inline
13,0x2B71,redirect,0x2BB3,8,System{0D},,
14,0x2B7A,redirect,0x2BBB,11,Forensics{0D},,
15,0x2B81,redirect,0x2BC6,16,Shooting Range{0D},,
16,0x2B8C,redirect,0x2BD6,9,AP Room{0D},,
17,0x2B97,redirect,0x2BDF,2,{0D},,
18,0x2C24,redirect,0x2BE1,2,{0D},,
19,0x2C63,redirect,0x2BE3,2,{0D},,
20,0x2C8A,redirect,0x2BE5,2,{0D},,
21,0x2CED,redirect,0x2BE7,2,{0D},,
22,0x2D0E,redirect,0x2BE9,2,{0D},,
23,0x2D57,redirect,0x2BEB,2,{0D},,
24,0x2D5E,redirect,0x2BED,2,{0D},,
25,0x2D77,redirect,0x2BEF,2,{0D},,
26,0x2D80,redirect,0x2BF1,2,{0D},,
27,0x2DED,redirect,0x2BF3,2,{0D},,
28,0x2E2A,redirect,0x2BF5,2,{0D},,
29,0x2E39,redirect,0x2BF7,6,Look{0D},,
30,0x2E3E,redirect,0x2BFD,53,She's quite a tall woman.  Must be\nat least 6 feet.{0D},,1 isla(s) 91 inline
31,0x2E63,redirect,0x2C35,53,She's the biggest woman I've seen\nsince I got here.{0D},,1 isla(s) 91 inline
32,0x2E9E,redirect,0x2C6D,23,The hell do you want!{0D},,
33,0x2EB5,redirect,0x2C84,35,What is it? Something in my\nhair?{0D},,1 isla(s) 91 inline
34,0x2EEA,redirect,0x2CAA,50,You look really drained.  Did you\nget any sleep?{0D},,
35,0x2F21,redirect,0x2CDC,139,"I'm okay, thanks.  I'm not in the\nmood for sleep.{80238057}I'm getting rid of whatever\nwoman's left in me {D0}{06} until I get\nback at them for Dave.{0D}",,4 isla(s) 91 inline
36,0x2FA2,redirect,0x2D73,30,Meryl....  She looks lonely.{0D},,2 isla(s) 91 inline
37,0x2FBB,redirect,0x2D97,40,She'll be fine.  She's a strong\nwoman.{0D},,
