id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x42A5,redirect,0x42A8,13,File loaded.,,
1,0x42B6,redirect,0x42B5,34,An error occurred during loading.,,1 isla(s) 91 inline; cadena 92: 2 fragmentos unidos
2,0x42D7,inplace,0x42D7,12,warning.pak,,sin codigo 91: revisar
3,0x42E3,inplace,0x42E3,11,dnauts.pak,,sin codigo 91: revisar
4,0x42EE,redirect,0x42FA,1,,,
5,0x42F7,redirect,0x42FB,1,,,
6,0x42FC,redirect,0x42FF,1,,,
7,0x4319,redirect,0x4300,1,,,
8,0x439C,redirect,0x4301,1,,,
9,0x4405,redirect,0x4302,1,,,
10,0x441A,redirect,0x4303,1,,,
11,0x449B,redirect,0x4304,1,,,
12,0x44E6,redirect,0x4305,1,,,
13,0x4509,redirect,0x4306,1,,,
14,0x4542,redirect,0x4307,1,,,
15,0x457B,redirect,0x4308,1,,,
16,0x4640,redirect,0x4309,1,,,
17,0x4697,redirect,0x430A,1,,,
18,0x46CC,redirect,0x430B,1,,,
19,0x470D,redirect,0x430C,1,,,
20,0x4752,redirect,0x430D,1,,,
21,0x478F,redirect,0x430E,1,,,
22,0x47BA,redirect,0x430F,1,,,
23,0x47DB,redirect,0x4310,11,Go outside,,1 isla(s) 91 inline
24,0x47E4,redirect,0x431E,7,System,,
25,0x47ED,redirect,0x4325,64,"I don't have anything to do\noutside.  It's still early, anyway.",,
26,0x4816,redirect,0x4365,40,I'll wait here for that client to\nshow.,,
27,0x484B,redirect,0x438D,22,Sure has gotten late.,,1 isla(s) 91 inline
28,0x486E,redirect,0x43A6,37,Looks like the sun's just about\nset.,,
29,0x4891,redirect,0x43CB,32,I'll just wait for that client.,,
30,0x48C8,redirect,0x43EB,75,I haven't got anywhere else to go. \nThis is where I spend most of my\ntime.,,2 isla(s) 91 inline
31,0x48EF,redirect,0x443C,116,"I can kill time with the newspaper\nclippings or photos, I guess.{80238057}Nothing wrong with reminiscing\nonce in a while.",,1 isla(s) 91 inline
32,0x4952,redirect,0x44B3,96,These are just about the only\npictures I have left.{80238057}I suppose I can pass the time with\nthem.,,2 isla(s) 91 inline
33,0x4999,redirect,0x4519,109,I could look at my newspaper\narticles until that client gets\nhere.{80238057}Not like I've got anything else to\ndo.,,2 isla(s) 91 inline
34,0x49F2,redirect,0x458C,114,An outsider like me is better off\nhere with all my mementos.{80238057}Why don't I take a look at the stuff\non the wall.,,
35,0x4A49,redirect,0x45FE,86,I only get depressed when I go\noutside.{80238057}I still have a few things I could\nlook at.,,1 isla(s) 91 inline
36,0x4A8A,redirect,0x4657,74,"Besides, I prefer hanging out\nhere and going over my articles\nand photos.",,1 isla(s) 91 inline
37,0x4AD7,inplace,0x4AD7,10,telop.pak,,sin codigo 91: revisar
38,0x4AE1,redirect,0x46A4,1,,,
39,0x4B20,redirect,0x46A5,1,,,
40,0x4B3F,redirect,0x46A6,5,Look,,
41,0x4B44,redirect,0x46AB,1,,,
42,0x4B6D,redirect,0x46AC,51,This is a photo of me and Lorraine\nat Lucas World.,,1 isla(s) 91 inline
43,0x4BCA,redirect,0x46E2,35,A memory of my time with\nLorraine.,,
44,0x4BE9,redirect,0x4705,35,I was a cop fresh out the\nacademy.,,1 isla(s) 91 inline
45,0x4C48,redirect,0x472B,32,Look at us.  Young and in love.,,
46,0x4C61,redirect,0x474B,73,Lorraine was a student at UCLA. \nWe met after her place got broken\ninto.,,2 isla(s) 91 inline
47,0x4CBA,redirect,0x479A,53,She was so naive.  The things\nshe'd do sometimes....,,1 isla(s) 91 inline
48,0x4CE9,redirect,0x47D2,63,"December 24th, 2008.{80238057}This was our first Christmas\ntogether.",,4 isla(s) 91 inline
49,0x4D2E,redirect,0x481D,38,I've still got the watch she gave\nme.,,
50,0x4D5D,redirect,0x4843,81,It's one of those radio-controlled\ntypes.  It was state of the art for\nthe time.,,3 isla(s) 91 inline
51,0x4D92,redirect,0x489D,47,Still hard to believe it's been over\n30 years.,,1 isla(s) 91 inline
52,0x4DBB,redirect,0x48CF,5,Back,,
