id,jp_addr,tipo,destino,bytes,original,traduccion,notas
0,0x4242,redirect,0x41E7,40,We're outside Tokugawa\nPharmaceuticals.,,
1,0x4261,redirect,0x420F,54,It doesn't look like we'll find any\nother leads here.,,2 isla(s) 91 inline
2,0x4298,redirect,0x424B,57,I don't think we're gonna get\nanything else out of here.,,1 isla(s) 91 inline
3,0x42C9,redirect,0x4287,29,You wanna go check out BCCH?,,1 isla(s) 91 inline
4,0x42EC,redirect,0x42A7,42,"We'll find more at BCCH, don't you\nthink?",,1 isla(s) 91 inline
5,0x431B,redirect,0x42D4,37,Why don't we check out Hojo's\nhouse?,,1 isla(s) 91 inline
6,0x433C,redirect,0x42FC,64,"Why don't we go check\nsomewhere else? Like Hojo's\nhouse, maybe?",,2 isla(s) 91 inline
7,0x4361,redirect,0x4342,1,,,
8,0x4398,redirect,0x4343,1,,,
9,0x43C9,redirect,0x4344,1,,,
10,0x43FE,redirect,0x4345,1,,,
11,0x440F,redirect,0x4346,1,,,
12,0x4452,redirect,0x4347,1,,,
13,0x44A1,redirect,0x4348,1,,,
14,0x44CE,redirect,0x4349,1,,,
15,0x4517,redirect,0x434A,1,,,
16,0x4554,redirect,0x434B,1,,,
17,0x455F,redirect,0x434C,1,,,
18,0x4578,redirect,0x434D,1,,,
19,0x458F,redirect,0x434E,35,We're at Tokugawa\nPharmaceuticals.,,1 isla(s) 91 inline
20,0x45A2,redirect,0x4374,1,,,
21,0x4619,redirect,0x4375,1,,,
22,0x4646,redirect,0x4376,1,,,
23,0x4671,redirect,0x4377,15,We're outside.,,
24,0x4690,redirect,0x4386,58,We're at Tokugawa\nPharmaceuticals.  What do you\nwanna do?,,1 isla(s) 91 inline
25,0x46B7,redirect,0x43C3,43,We've arrived at Tokugawa\nPharmaceuticals.,,1 isla(s) 91 inline
26,0x46D0,redirect,0x43F1,35,We're at Tokugawa\nPharmaceuticals.,,2 isla(s) 91 inline
27,0x46ED,redirect,0x441A,42,"This is where they're making\nNarc, Gates.",,
28,0x472A,redirect,0x4444,20,"Lead the way, guys.",,1 isla(s) 91 inline
29,0x474B,redirect,0x445B,5,Move,,
30,0x4750,redirect,0x4460,10,Go inside,,
31,0x4759,redirect,0x446A,6,Drive,,
32,0x4762,redirect,0x4470,7,System,,
33,0x476B,redirect,0x4477,38,I thought we were gonna sneak\ninside?,,
34,0x4792,redirect,0x449D,53,"What's wrong, Jonathan? We\ncan't just turn back now.",,2 isla(s) 91 inline
35,0x47B5,redirect,0x44D8,27,Aren't we gonna go inside?,,
36,0x47DE,redirect,0x44F3,5,Look,,
37,0x47E3,redirect,0x44F8,67,Funny looking building.  It's like\nsome kinda palace or something.,,1 isla(s) 91 inline
